team1,team2,match_date,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over
Rajasthan Royals,Mumbai Indians,2008-05-26,Rajasthan Royals,field,Rajasthan Royals,Sohail Tanvir,Sawai Mansingh Stadium,Jaipur,"Kamran Akmal, SA Asnodkar, YK Pathan, SR Watson, M Kaif, RA Jadeja, NK Patel, SK Warne, Sohail Tanvir, SK Trivedi, Pankaj Singh","ST Jayasuriya, SR Tendulkar, AM Nayar, RV Uthappa, DR Smith, SM Pollock, MK Pandey, YV Takawale, RR Raje, CRD Fernando, A Nehra",1,52,League,wickets,5.0,146.0,20.0,N
Deccan Chargers,Chennai Super Kings,2008-05-27,Deccan Chargers,bat,Chennai Super Kings,SK Raina,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"AC Gilchrist, HH Gibbs, SB Styris, Y Venugopal Rao, DB Ravi Teja, Shahid Afridi, AS Yadav, RP Singh, PP Ojha, PM Sarvesh Kumar, DP Vijaykumar","PA Patel, SP Fleming, SK Raina, MS Dhoni, JA Morkel, S Badrinath, A Mukund, M Ntini, M Muralitharan, MS Gony, L Balaji",1,53,League,wickets,7.0,148.0,20.0,N
Kings XI Punjab,Rajasthan Royals,2008-05-28,Rajasthan Royals,field,Kings XI Punjab,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"SE Marsh, JR Hopes, Yuvraj Singh, LA Pomersbach, KC Sangakkara, RR Powar, PP Chawla, IK Pathan, VRV Singh, S Sreesanth, WA Mota","M Kaif, NK Patel, Younis Khan, SR Watson, YK Pathan, Kamran Akmal, M Rawat, D Salunkhe, Pankaj Singh, SK Trivedi, MM Patel",1,54,League,wickets,9.0,123.0,18.0,N
Royal Challengers Bangalore,Mumbai Indians,2008-05-28,Mumbai Indians,field,Mumbai Indians,CRD Fernando,M Chinnaswamy Stadium,Bangalore,"MV Boucher, SP Goswami, Misbah-ul-Haq, R Dravid, CL White, V Kohli, B Akhil, P Kumar, R Vinay Kumar, A Kumble, DW Steyn","ST Jayasuriya, SR Tendulkar, RV Uthappa, DR Smith, AM Nayar, SM Pollock, MK Pandey, YV Takawale, DS Kulkarni, CRD Fernando, A Nehra",1,55,League,runs,41.0,222.0,20.0,N
Delhi Daredevils,Rajasthan Royals,2008-05-30,Delhi Daredevils,field,Rajasthan Royals,SR Watson,Wankhede Stadium,Mumbai,"G Gambhir, V Sehwag, S Dhawan, MK Tiwary, TM Dilshan, KD Karthik, MF Maharoof, A Mishra, VY Mahesh, Mohammad Asif, GD McGrath","GC Smith, SA Asnodkar, Sohail Tanvir, SR Watson, M Kaif, YK Pathan, RA Jadeja, SK Warne, M Rawat, MM Patel, SK Trivedi",1,56,Semi Final,runs,105.0,193.0,20.0,N
Chennai Super Kings,Kings XI Punjab,2008-05-31,Kings XI Punjab,bat,Chennai Super Kings,M Ntini,Wankhede Stadium,Mumbai,"PA Patel, S Vidyut, SK Raina, MS Dhoni, CK Kapugedera, S Badrinath, JA Morkel, MS Gony, L Balaji, M Muralitharan, M Ntini","SE Marsh, JR Hopes, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, IK Pathan, WA Mota, PP Chawla, RR Powar, S Sreesanth, VRV Singh",1,57,Semi Final,wickets,9.0,113.0,20.0,N
Chennai Super Kings,Rajasthan Royals,2008-06-01,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,Dr DY Patil Sports Academy,Mumbai,"PA Patel, S Vidyut, SK Raina, JA Morkel, MS Dhoni, CK Kapugedera, S Badrinath, MS Gony, L Balaji, M Muralitharan, M Ntini","NK Patel, SA Asnodkar, Kamran Akmal, SR Watson, YK Pathan, M Kaif, RA Jadeja, SK Warne, Sohail Tanvir, SK Trivedi, MM Patel",1,58,Final,wickets,3.0,164.0,20.0,N
Royal Challengers Bangalore,Rajasthan Royals,2009-04-18,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,R Dravid,Newlands,Cape Town,"JD Ryder, RV Uthappa, LRPL Taylor, KP Pietersen, R Dravid, V Kohli, B Akhil, P Kumar, R Vinay Kumar, DW Steyn, A Kumble","GC Smith, SA Asnodkar, NK Patel, T Henderson, YK Pathan, AD Mascarenhas, RA Jadeja, SK Warne, M Rawat, MM Patel, Kamran Khan",2,1,League,runs,19.0,166.0,20.0,N
Chennai Super Kings,Mumbai Indians,2009-04-18,Chennai Super Kings,field,Mumbai Indians,SR Tendulkar,Newlands,Cape Town,"PA Patel, ML Hayden, SK Raina, A Flintoff, MS Dhoni, JDP Oram, S Badrinath, Joginder Sharma, T Thushara, MS Gony, R Ashwin","ST Jayasuriya, SR Tendulkar, S Dhawan, JP Duminy, DJ Bravo, AM Nayar, Harbhajan Singh, Z Khan, PR Shah, SL Malinga, RR Raje",2,2,League,runs,75.0,134.0,20.0,N
Deccan Chargers,Kolkata Knight Riders,2009-04-19,Kolkata Knight Riders,bat,Deccan Chargers,RP Singh,Newlands,Cape Town,"AC Gilchrist, HH Gibbs, VVS Laxman, RG Sharma, SB Styris, Y Venugopal Rao, Harmeet Singh, PP Ojha, RP Singh, DB Ravi Teja, FH Edwards","BB McCullum, CH Gayle, SC Ganguly, BJ Hodge, A Chopra, LR Shukla, MC Henriques, AB Agarkar, M Kartik, I Sharma, AB Dinda",2,3,League,wickets,10.0,54.0,6.0,N
Delhi Daredevils,Kings XI Punjab,2009-04-19,Delhi Daredevils,field,Delhi Daredevils,DL Vettori,Newlands,Cape Town,"G Gambhir, V Sehwag, TM Dilshan, AB de Villiers, MK Tiwary, KD Karthik, DP Nannes, DL Vettori, VY Mahesh, AM Salvi, PJ Sangwan","RS Bopara, K Goel, Yuvraj Singh, KC Sangakkara, DPMD Jayawardene, IK Pathan, PP Chawla, T Kohli, VS Malik, VRV Singh, YA Abdulla",2,4,League,wickets,8.0,102.0,20.0,N
Royal Challengers Bangalore,Chennai Super Kings,2009-04-20,Chennai Super Kings,bat,Chennai Super Kings,M Muralitharan,St George's Park,Port Elizabeth,"P Kumar, RV Uthappa, JH Kallis, LRPL Taylor, KP Pietersen, R Dravid, V Kohli, R Bishnoi, R Vinay Kumar, DW Steyn, A Kumble","PA Patel, ML Hayden, SK Raina, MS Dhoni, A Flintoff, JA Morkel, S Badrinath, Joginder Sharma, L Balaji, MS Gony, M Muralitharan",2,5,League,runs,92.0,180.0,20.0,N
Kings XI Punjab,Kolkata Knight Riders,2009-04-21,Kolkata Knight Riders,field,Kolkata Knight Riders,CH Gayle,Kingsmead,Durban,"RS Bopara, K Goel, IK Pathan, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, T Kohli, PP Chawla, VS Malik, VRV Singh, YA Abdulla","BB McCullum, CH Gayle, BJ Hodge, SC Ganguly, Yashpal Singh, A Chopra, MC Henriques, LR Shukla, I Sharma, M Kartik, AB Dinda",2,6,League,runs,11.0,69.0,9.2,N
Royal Challengers Bangalore,Deccan Chargers,2009-04-22,Deccan Chargers,bat,Deccan Chargers,AC Gilchrist,Newlands,Cape Town,"JD Ryder, RV Uthappa, JH Kallis, KP Pietersen, R Dravid, V Kohli, R Bishnoi, KV Sharma, P Kumar, A Kumble, DW Steyn","AC Gilchrist, HH Gibbs, VVS Laxman, RG Sharma, SB Styris, Y Venugopal Rao, DB Ravi Teja, FH Edwards, Harmeet Singh, PP Ojha, RP Singh",2,7,League,runs,24.0,185.0,20.0,N
Chennai Super Kings,Delhi Daredevils,2009-04-23,Delhi Daredevils,bat,Delhi Daredevils,AB de Villiers,Kingsmead,Durban,"PA Patel, ML Hayden, SK Raina, MS Dhoni, A Flintoff, JA Morkel, S Badrinath, MS Gony, Joginder Sharma, L Balaji, M Muralitharan","G Gambhir, V Sehwag, AB de Villiers, TM Dilshan, KD Karthik, MK Tiwary, DL Vettori, DP Nannes, AM Salvi, PJ Sangwan, A Nehra",2,8,League,runs,9.0,190.0,20.0,N
Kolkata Knight Riders,Rajasthan Royals,2009-04-23,Kolkata Knight Riders,field,,YK Pathan,Newlands,Cape Town,"CH Gayle, BB McCullum, LR Shukla, BJ Hodge, SC Ganguly, SB Bangar, Yashpal Singh, AB Agarkar, I Sharma, BAW Mendis, Anureet Singh","GC Smith, PC Valthaty, RJ Quiney, YK Pathan, RA Jadeja, AD Mascarenhas, AS Raut, SK Warne, M Rawat, MM Patel, Kamran Khan",2,9,League,tie,,151.0,20.0,Y
Royal Challengers Bangalore,Kings XI Punjab,2009-04-24,Royal Challengers Bangalore,bat,Kings XI Punjab,RS Bopara,Kingsmead,Durban,"JD Ryder, RV Uthappa, JH Kallis, KP Pietersen, R Dravid, LRPL Taylor, V Kohli, P Kumar, R Vinay Kumar, Pankaj Singh, A Kumble","RS Bopara, K Goel, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, IK Pathan, WA Mota, PP Chawla, VRV Singh, RR Bose, YA Abdulla",2,10,League,wickets,7.0,169.0,20.0,N
Deccan Chargers,Mumbai Indians,2009-04-25,Deccan Chargers,bat,Deccan Chargers,PP Ojha,Kingsmead,Durban,"AC Gilchrist, HH Gibbs, DR Smith, RG Sharma, VVS Laxman, Y Venugopal Rao, DB Ravi Teja, RP Singh, FH Edwards, PP Ojha, Harmeet Singh","ST Jayasuriya, SR Tendulkar, JP Duminy, S Dhawan, DJ Bravo, AM Nayar, Harbhajan Singh, Z Khan, PR Shah, SL Malinga, DS Kulkarni",2,11,League,runs,12.0,169.0,20.0,N
Kings XI Punjab,Rajasthan Royals,2009-04-26,Kings XI Punjab,bat,Kings XI Punjab,KC Sangakkara,Newlands,Cape Town,"RS Bopara, K Goel, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, IK Pathan, PP Chawla, WA Mota, RR Powar, VRV Singh, YA Abdulla","SA Asnodkar, GC Smith, RJ Quiney, YK Pathan, AD Mascarenhas, RA Jadeja, AS Raut, SK Warne, M Rawat, MM Patel, Kamran Khan",2,12,League,wickets,6.0,150.0,20.0,N
Royal Challengers Bangalore,Delhi Daredevils,2009-04-26,Royal Challengers Bangalore,bat,Delhi Daredevils,TM Dilshan,St George's Park,Port Elizabeth,"JH Kallis, RV Uthappa, KP Pietersen, LRPL Taylor, V Kohli, MV Boucher, B Akhil, R Vinay Kumar, Pankaj Singh, A Kumble, KP Appanna","G Gambhir, V Sehwag, TM Dilshan, AB de Villiers, KD Karthik, M Manhas, A Mishra, DL Vettori, DP Nannes, PJ Sangwan, A Nehra",2,13,League,runs,27.0,140.0,20.0,N
Chennai Super Kings,Deccan Chargers,2009-04-27,Deccan Chargers,field,Deccan Chargers,HH Gibbs,Kingsmead,Durban,"PA Patel, ML Hayden, SK Raina, MS Dhoni, JDP Oram, JA Morkel, S Badrinath, MS Gony, Joginder Sharma, L Balaji, M Muralitharan","AC Gilchrist, HH Gibbs, VVS Laxman, RG Sharma, DR Smith, AA Bilakhia, Y Venugopal Rao, PP Ojha, RP Singh, FH Edwards, Shoaib Ahmed",2,14,League,wickets,6.0,166.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,2009-04-27,Mumbai Indians,bat,Mumbai Indians,SR Tendulkar,St George's Park,Port Elizabeth,"BB McCullum, CH Gayle, BJ Hodge, SC Ganguly, Yashpal Singh, AN Ghosh, LR Shukla, I Sharma, BAW Mendis, AB Dinda, Anureet Singh","ST Jayasuriya, SR Tendulkar, Harbhajan Singh, JP Duminy, AM Nayar, DJ Bravo, S Dhawan, SS Tiwary, PR Shah, Z Khan, SL Malinga",2,15,League,runs,92.0,188.0,20.0,N
Delhi Daredevils,Rajasthan Royals,2009-04-28,Delhi Daredevils,bat,Rajasthan Royals,YK Pathan,SuperSport Park,Centurion,"G Gambhir, V Sehwag, AB de Villiers, TM Dilshan, KD Karthik, DL Vettori, M Manhas, A Mishra, PJ Sangwan, A Nehra, DP Nannes","RJ Quiney, GC Smith, SA Asnodkar, PC Valthaty, RA Jadeja, SK Warne, YK Pathan, AD Mascarenhas, M Rawat, MM Patel, Kamran Khan",2,16,League,wickets,5.0,144.0,20.0,N
Royal Challengers Bangalore,Kolkata Knight Riders,2009-04-29,Kolkata Knight Riders,bat,Royal Challengers Bangalore,MV Boucher,Kingsmead,Durban,"JH Kallis, SP Goswami, KP Pietersen, V Kohli, MV Boucher, RE van der Merwe, MK Pandey, P Kumar, Pankaj Singh, A Kumble, KP Appanna","BB McCullum, CH Gayle, BJ Hodge, SC Ganguly, MN van Wyk, WP Saha, LR Shukla, AB Agarkar, M Kartik, I Sharma, AB Dinda",2,17,League,wickets,5.0,140.0,20.0,N
Kings XI Punjab,Mumbai Indians,2009-04-29,Kings XI Punjab,bat,Kings XI Punjab,KC Sangakkara,Kingsmead,Durban,"RS Bopara, K Goel, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, IK Pathan, WA Mota, PP Chawla, RR Powar, VS Malik, YA Abdulla","ST Jayasuriya, SR Tendulkar, S Dhawan, JP Duminy, DJ Bravo, AM Nayar, Harbhajan Singh, SS Tiwary, Z Khan, PR Shah, SL Malinga",2,18,League,runs,3.0,120.0,20.0,N
Chennai Super Kings,Rajasthan Royals,2009-04-30,Rajasthan Royals,field,Chennai Super Kings,SK Raina,SuperSport Park,Centurion,"PA Patel, ML Hayden, SK Raina, S Badrinath, JDP Oram, MS Dhoni, JA Morkel, S Tyagi, SB Jakati, L Balaji, M Muralitharan","RJ Quiney, GC Smith, SA Asnodkar, RA Jadeja, YK Pathan, AD Mascarenhas, SK Warne, M Rawat, MM Patel, SK Trivedi, Kamran Khan",2,19,League,wickets,6.0,149.0,20.0,N
Deccan Chargers,Delhi Daredevils,2009-04-30,Delhi Daredevils,field,Delhi Daredevils,DP Nannes,SuperSport Park,Centurion,"AC Gilchrist, HH Gibbs, AA Bilakhia, RG Sharma, TL Suman, DR Smith, Y Venugopal Rao, Shoaib Ahmed, RP Singh, PP Ojha, FH Edwards","G Gambhir, V Sehwag, AB de Villiers, TM Dilshan, KD Karthik, M Manhas, DL Vettori, A Mishra, PJ Sangwan, A Nehra, DP Nannes",2,20,League,runs,38.0,165.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,2009-05-01,Mumbai Indians,bat,Mumbai Indians,JP Duminy,Buffalo Park,East London,"CH Gayle, SC Ganguly, BJ Hodge, MN van Wyk, LR Shukla, BB McCullum, WP Saha, AB Agarkar, M Kartik, I Sharma, AB Dinda","ST Jayasuriya, SR Tendulkar, Harbhajan Singh, AM Nayar, JP Duminy, GR Napier, AM Rahane, Z Khan, SS Tiwary, PR Shah, SL Malinga",2,21,League,runs,9.0,149.0,20.0,N
Royal Challengers Bangalore,Kings XI Punjab,2009-05-01,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Yuvraj Singh,Kingsmead,Durban,"JD Ryder, SP Goswami, R Bishnoi, JH Kallis, RV Uthappa, V Kohli, MV Boucher, RE van der Merwe, P Kumar, A Kumble, KP Appanna","Yuvraj Singh, K Goel, SM Katich, KC Sangakkara, DPMD Jayawardene, IK Pathan, PP Chawla, RR Powar, TM Srivastava, VS Malik, YA Abdulla",2,22,League,runs,8.0,146.0,20.0,N
Deccan Chargers,Rajasthan Royals,2009-05-02,Deccan Chargers,bat,Rajasthan Royals,YK Pathan,St George's Park,Port Elizabeth,"HH Gibbs, AC Gilchrist, AA Bilakhia, RG Sharma, TL Suman, DR Smith, Y Venugopal Rao, Shoaib Ahmed, PP Ojha, RP Singh, FH Edwards","GC Smith, SA Asnodkar, LA Carseldine, NV Ojha, RA Jadeja, SK Warne, AS Raut, YK Pathan, SM Harwood, SK Trivedi, MM Patel",2,23,League,wickets,3.0,142.0,20.0,N
Chennai Super Kings,Delhi Daredevils,2009-05-02,Delhi Daredevils,field,Chennai Super Kings,SB Jakati,New Wanderers Stadium,Johannesburg,"M Vijay, ML Hayden, SK Raina, S Badrinath, JA Morkel, MS Dhoni, JDP Oram, SB Jakati, L Balaji, M Muralitharan, S Tyagi","G Gambhir, DA Warner, AB de Villiers, TM Dilshan, KD Karthik, M Manhas, R Bhatia, PJ Sangwan, A Mishra, A Nehra, DP Nannes",2,24,League,runs,18.0,164.0,20.0,N
Kings XI Punjab,Kolkata Knight Riders,2009-05-03,Kolkata Knight Riders,bat,Kings XI Punjab,DPMD Jayawardene,St George's Park,Port Elizabeth,"S Sohal, KC Sangakkara, SM Katich, DPMD Jayawardene, Yuvraj Singh, IK Pathan, RR Powar, TM Srivastava, VS Malik, PP Chawla, YA Abdulla","BB McCullum, CH Gayle, BJ Hodge, SC Ganguly, MN van Wyk, WP Saha, LR Shukla, AB Agarkar, M Kartik, I Sharma, AB Dinda",2,25,League,wickets,6.0,154.0,20.0,N
Royal Challengers Bangalore,Mumbai Indians,2009-05-03,Mumbai Indians,bat,Royal Challengers Bangalore,JH Kallis,New Wanderers Stadium,Johannesburg,"JH Kallis, W Jaffer, RV Uthappa, R Dravid, V Kohli, MV Boucher, RE van der Merwe, D du Preez, P Kumar, R Vinay Kumar, A Kumble","ST Jayasuriya, SR Tendulkar, AM Rahane, JP Duminy, DJ Bravo, AM Nayar, S Dhawan, PR Shah, Harbhajan Singh, Z Khan, SL Malinga",2,26,League,wickets,9.0,150.0,20.0,N
Chennai Super Kings,Deccan Chargers,2009-05-04,Chennai Super Kings,bat,Chennai Super Kings,MS Dhoni,Buffalo Park,East London,"M Vijay, ML Hayden, MS Dhoni, SK Raina, JA Morkel, JDP Oram, S Badrinath, S Tyagi, SB Jakati, L Balaji, M Muralitharan","AC Gilchrist, HH Gibbs, VVS Laxman, RG Sharma, DR Smith, TL Suman, Y Venugopal Rao, RJ Harris, RP Singh, Shoaib Ahmed, PP Ojha",2,27,League,runs,78.0,179.0,20.0,N
Kings XI Punjab,Rajasthan Royals,2009-05-05,Kings XI Punjab,field,Rajasthan Royals,GC Smith,Kingsmead,Durban,"S Sohal, KC Sangakkara, K Goel, SM Katich, DPMD Jayawardene, Yuvraj Singh, IK Pathan, PP Chawla, RR Powar, S Sreesanth, YA Abdulla","NV Ojha, GC Smith, YK Pathan, RA Jadeja, LA Carseldine, AS Raut, NK Patel, SK Warne, SM Harwood, SK Trivedi, A Singh",2,28,League,runs,78.0,212.0,20.0,N
Delhi Daredevils,Kolkata Knight Riders,2009-05-05,Kolkata Knight Riders,bat,Delhi Daredevils,G Gambhir,Kingsmead,Durban,"G Gambhir, DA Warner, TM Dilshan, AB de Villiers, KD Karthik, M Manhas, R Bhatia, A Mishra, PJ Sangwan, A Nehra, DP Nannes","MN van Wyk, BB McCullum, BJ Hodge, MC Henriques, WP Saha, SC Ganguly, Yashpal Singh, AB Agarkar, M Kartik, I Sharma, AB Dinda",2,29,League,wickets,9.0,155.0,20.0,N
Deccan Chargers,Mumbai Indians,2009-05-06,Deccan Chargers,bat,Deccan Chargers,RG Sharma,SuperSport Park,Centurion,"AC Gilchrist, HH Gibbs, TL Suman, RG Sharma, DR Smith, Y Venugopal Rao, DB Ravi Teja, RJ Harris, Shoaib Ahmed, RP Singh, Harmeet Singh","ST Jayasuriya, SR Tendulkar, PR Shah, JP Duminy, DJ Bravo, AM Nayar, Harbhajan Singh, SS Tiwary, RR Raje, DS Kulkarni, SL Malinga",2,30,League,runs,19.0,146.0,20.0,N
Chennai Super Kings,Kings XI Punjab,2009-05-07,Chennai Super Kings,bat,Chennai Super Kings,ML Hayden,SuperSport Park,Centurion,"S Badrinath, ML Hayden, SK Raina, MS Dhoni, JA Morkel, GJ Bailey, S Tyagi, SB Jakati, L Balaji, M Muralitharan, MS Gony","S Sohal, SM Katich, K Goel, Yuvraj Singh, DPMD Jayawardene, KC Sangakkara, IK Pathan, S Sreesanth, PP Chawla, YA Abdulla, VRV Singh",2,31,League,wickets,7.0,106.0,20.0,N
Royal Challengers Bangalore,Rajasthan Royals,2009-05-07,Rajasthan Royals,field,Rajasthan Royals,A Singh,SuperSport Park,Centurion,"JH Kallis, W Jaffer, RV Uthappa, R Dravid, V Kohli, MV Boucher, RE van der Merwe, D du Preez, P Kumar, R Vinay Kumar, A Kumble","GC Smith, NV Ojha, LA Carseldine, YK Pathan, RA Jadeja, AS Raut, NK Patel, SK Warne, M Morkel, MM Patel, A Singh",2,32,League,runs,12.0,187.0,18.0,N
Delhi Daredevils,Mumbai Indians,2009-05-08,Mumbai Indians,bat,Delhi Daredevils,A Nehra,Buffalo Park,East London,"G Gambhir, DA Warner, TM Dilshan, AB de Villiers, KD Karthik, M Manhas, R Bhatia, A Mishra, PJ Sangwan, A Nehra, DP Nannes","L Ronchi, JP Duminy, PR Shah, SR Tendulkar, AM Nayar, DJ Bravo, Harbhajan Singh, AM Rahane, RR Raje, DS Kulkarni, SL Malinga",2,33,League,wickets,7.0,117.0,20.0,N
Chennai Super Kings,Rajasthan Royals,2009-05-09,Rajasthan Royals,bat,Chennai Super Kings,S Badrinath,De Beers Diamond Oval,Kimberley,"M Vijay, ML Hayden, SK Raina, S Badrinath, JDP Oram, MS Dhoni, JA Morkel, S Tyagi, SB Jakati, L Balaji, M Muralitharan","GC Smith, NV Ojha, SA Asnodkar, RA Jadeja, YK Pathan, LA Carseldine, AS Raut, SK Warne, SM Harwood, A Singh, SK Trivedi",2,34,League,wickets,3.0,169.0,20.0,N
Deccan Chargers,Kings XI Punjab,2009-05-09,Kings XI Punjab,field,Kings XI Punjab,DPMD Jayawardene,De Beers Diamond Oval,Kimberley,"AC Gilchrist, HH Gibbs, TL Suman, RG Sharma, A Symonds, Y Venugopal Rao, DB Ravi Teja, PP Ojha, Shoaib Ahmed, RP Singh, RJ Harris","S Sohal, SM Katich, KC Sangakkara, Yuvraj Singh, DPMD Jayawardene, IK Pathan, WA Mota, B Lee, PP Chawla, RR Powar, S Sreesanth",2,35,League,wickets,7.0,141.0,20.0,N
Royal Challengers Bangalore,Mumbai Indians,2009-05-10,Mumbai Indians,bat,Mumbai Indians,JP Duminy,St George's Park,Port Elizabeth,"JH Kallis, V Kohli, RV Uthappa, LRPL Taylor, R Dravid, MV Boucher, RE van der Merwe, R Vinay Kumar, A Kumble, KP Appanna, A Mithun","ST Jayasuriya, SR Tendulkar, AM Rahane, JP Duminy, AM Nayar, DJ Bravo, Harbhajan Singh, YV Takawale, C Nanda, DS Kulkarni, SL Malinga",2,36,League,runs,16.0,158.0,20.0,N
Delhi Daredevils,Kolkata Knight Riders,2009-05-10,Delhi Daredevils,field,Delhi Daredevils,A Mishra,New Wanderers Stadium,Johannesburg,"G Gambhir, DA Warner, AB de Villiers, TM Dilshan, KD Karthik, M Manhas, R Bhatia, A Mishra, PJ Sangwan, A Nehra, DP Nannes","BB McCullum, SC Ganguly, BJ Hodge, MN van Wyk, Yashpal Singh, WP Saha, MC Henriques, AB Agarkar, M Kartik, I Sharma, SS Sarkar",2,37,League,wickets,7.0,124.0,20.0,N
Deccan Chargers,Rajasthan Royals,2009-05-11,Deccan Chargers,bat,Deccan Chargers,DR Smith,De Beers Diamond Oval,Kimberley,"TL Suman, AC Gilchrist, RG Sharma, A Symonds, DR Smith, WPUJC Vaas, Y Venugopal Rao, DB Ravi Teja, RP Singh, PP Ojha, Shoaib Ahmed","GC Smith, SA Asnodkar, LA Carseldine, NV Ojha, YK Pathan, RA Jadeja, AS Raut, M Morkel, SK Warne, SK Trivedi, MM Patel",2,38,League,runs,53.0,167.0,20.0,N
Royal Challengers Bangalore,Kolkata Knight Riders,2009-05-12,Royal Challengers Bangalore,field,Royal Challengers Bangalore,LRPL Taylor,SuperSport Park,Centurion,"JD Ryder, JH Kallis, RV Uthappa, LRPL Taylor, R Dravid, MV Boucher, V Kohli, B Akhil, KP Appanna, R Vinay Kumar, A Kumble","BB McCullum, SC Ganguly, AN Ghosh, DJ Hussey, AD Mathews, WP Saha, Yashpal Singh, AB Agarkar, M Kartik, I Sharma, BAW Mendis",2,39,League,wickets,6.0,174.0,20.0,N
Kings XI Punjab,Mumbai Indians,2009-05-12,Kings XI Punjab,bat,Mumbai Indians,Harbhajan Singh,SuperSport Park,Centurion,"S Sohal, SM Katich, IK Pathan, KC Sangakkara, Yuvraj Singh, WA Mota, LA Pomersbach, K Goel, B Lee, PP Chawla, S Sreesanth","ST Jayasuriya, DJ Bravo, AM Rahane, SR Tendulkar, JP Duminy, AM Nayar, Harbhajan Singh, RR Raje, YV Takawale, DS Kulkarni, SL Malinga",2,40,League,wickets,8.0,120.0,20.0,N
Deccan Chargers,Delhi Daredevils,2009-05-13,Deccan Chargers,field,Delhi Daredevils,R Bhatia,Kingsmead,Durban,"TL Suman, AC Gilchrist, RG Sharma, DB Ravi Teja, A Symonds, DR Smith, Y Venugopal Rao, WPUJC Vaas, RP Singh, PP Ojha, Shoaib Ahmed","G Gambhir, DA Warner, TM Dilshan, AB de Villiers, V Sehwag, KD Karthik, R Bhatia, A Mishra, PJ Sangwan, A Nehra, DP Nannes",2,41,League,runs,12.0,174.0,20.0,N
Royal Challengers Bangalore,Chennai Super Kings,2009-05-14,Chennai Super Kings,bat,Royal Challengers Bangalore,LRPL Taylor,Kingsmead,Durban,"RV Uthappa, JH Kallis, R Dravid, LRPL Taylor, V Kohli, MV Boucher, RE van der Merwe, B Akhil, P Kumar, R Vinay Kumar, A Kumble","M Vijay, ML Hayden, SK Raina, MS Dhoni, JDP Oram, S Badrinath, JA Morkel, SB Jakati, L Balaji, M Muralitharan, S Tyagi",2,42,League,wickets,2.0,130.0,20.0,N
Mumbai Indians,Rajasthan Royals,2009-05-14,Rajasthan Royals,bat,Rajasthan Royals,SK Warne,Kingsmead,Durban,"DJ Bravo, YV Takawale, AM Rahane, ST Jayasuriya, SR Tendulkar, JP Duminy, AM Nayar, Harbhajan Singh, DS Kulkarni, C Nanda, SL Malinga","RJ Quiney, GC Smith, YK Pathan, RA Jadeja, SD Chitnis, NV Ojha, J Botha, SK Warne, AS Raut, MM Patel, SK Trivedi",2,43,League,runs,2.0,146.0,20.0,N
Delhi Daredevils,Kings XI Punjab,2009-05-15,Kings XI Punjab,field,Kings XI Punjab,B Lee,OUTsurance Oval,Bloemfontein,"G Gambhir, V Sehwag, TM Dilshan, AB de Villiers, M Manhas, KD Karthik, MF Maharoof, DL Vettori, R Bhatia, PJ Sangwan, A Nehra","S Sohal, SM Katich, LA Pomersbach, Yuvraj Singh, KC Sangakkara, IK Pathan, B Lee, PP Chawla, RR Powar, WA Mota, S Sreesanth",2,44,League,wickets,6.0,121.0,20.0,N
Chennai Super Kings,Mumbai Indians,2009-05-16,Mumbai Indians,bat,Chennai Super Kings,ML Hayden,St George's Park,Port Elizabeth,"PA Patel, ML Hayden, SK Raina, S Badrinath, MS Dhoni, JDP Oram, JA Morkel, SB Jakati, L Balaji, M Muralitharan, S Tyagi","ST Jayasuriya, DJ Bravo, JP Duminy, SR Tendulkar, AM Nayar, Harbhajan Singh, YV Takawale, AM Rahane, DS Kulkarni, SL Malinga, C Nanda",2,45,League,wickets,7.0,148.0,20.0,N
Deccan Chargers,Kolkata Knight Riders,2009-05-16,Deccan Chargers,field,Deccan Chargers,RG Sharma,New Wanderers Stadium,Johannesburg,"AC Gilchrist, HH Gibbs, TL Suman, A Symonds, RG Sharma, Y Venugopal Rao, DB Ravi Teja, RJ Harris, Harmeet Singh, RP Singh, PP Ojha","BB McCullum, SC Ganguly, BJ Hodge, DJ Hussey, WP Saha, Mashrafe Mortaza, AB Agarkar, Yashpal Singh, M Kartik, I Sharma, SS Shaikh",2,46,League,wickets,6.0,161.0,20.0,N
